,DeltaG,DeltaH,DeltaH_0,DeltaG_std,DeltaH_std,DeltaH_0_std
122_sim,-9.375925991114341,-4.844202205290204,-1.241399457291211e-06,0.370536309302808,0.17693107384314688,1.2816512104638604e-06
123_sim,-7.203258467318774,-7.14144670998048,1.2560965281808619e-05,0.4546233374710173,1.1118397976181909,5.384085262068377e-06
124_sim,-8.489634401992772,-4.709896150727344,-1.3062745821012655e-06,0.36584125800410155,0.34357990254071025,2.4859616719359587e-06
125_sim,-7.62801368430031,-6.753016124440121,9.199992858402196e-06,0.4221748049595997,0.765508342538124,4.356191374134627e-06
126_sim,-9.157319678674218,-4.204582273529247,-6.214007608048808e-07,0.022606791514194632,0.27124720199230484,1.771550874627418e-06
127_sim,-9.64540643047915,-5.000161721863174,2.198597249326224e-06,0.3934630878264956,0.14087033603207885,1.0546402689939703e-06
128_sim,-9.371037282089024,-5.125076457413826,-5.654426735285303e-07,0.27930779676025513,0.15888436151315397,1.2111433198949264e-06
129_sim,-7.372338071933198,-5.219830919462217,-7.798170742509997e-06,0.5578297728485428,1.0168440611344438,5.712915365786209e-06
130_sim,-8.003896392755008,-4.953380674365136,-3.146724405692275e-06,0.4458330159224284,0.5273486572544763,3.3697232687279264e-06
131_sim,-8.529743798922878,-5.488774326122783,4.679556476051032e-06,0.3588440374783031,0.3486059576278363,2.4463910673375285e-06
132_sim,-9.555456744271932,-5.076372920160393,1.0991659204955833e-07,0.19107650902467932,0.08041820345662172,6.031009023505274e-07
133_sim,-8.500490325986371,-4.978053871856646,-1.983448683943326e-06,0.40780332848529527,0.36525189926218765,2.5607895236838625e-06
134_sim,-8.609705180273112,-5.658647373845387,4.455727999987641e-06,0.33402998188551264,0.3245597179038899,2.2743576873255323e-06
135_sim,-7.793688848640939,-5.381562541496938,-5.436062328286693e-06,0.5086348121020265,0.7323358511969519,4.6130468651474225e-06
136_sim,-9.871887324553313,-4.616999009488872,6.270109660130642e-07,0.10191897211270884,0.04797533700775511,3.971938208340793e-07
137_sim,-7.8496910082851015,-4.7696840119181045,-3.912620861887613e-06,0.5096421635293872,0.6239481444231506,4.079339762026249e-06
138_sim,-9.735838716518941,-6.0134196814587915,5.625967617827651e-08,0.2142566769452372,0.0888258756749371,6.865201327548482e-07
139_sim,-8.06943304138431,-4.4113330904495305,-3.130177428881304e-06,0.479466535829573,0.48813227970263473,3.143689754105457e-06
140_sim,-8.97384434472106,-4.493285500655227,-1.2378399662082102e-06,0.3841188336640756,0.2430588077088073,1.7755779323244244e-06
141_sim,-8.12633890248268,-5.938109400391796,6.0746523575975245e-06,0.41334998504179793,0.5103028298653163,3.3893511767739793e-06
142_sim,-7.809902751998227,-4.05564968362183,-3.649638530078711e-06,0.47679691511436334,0.5226640881316497,3.236732176677393e-06
143_sim,-9.047574064048137,-4.8593302037788,-1.0877186210958897e-06,0.3413491107249726,0.22436036360708206,1.8092449992093726e-06
